,loss,accuracy,val_loss,val_accuracy
0,9.555777549743652,0.27166667580604553,46.245296478271484,0.25
1,2.9783153533935547,0.3894999921321869,2.4789135456085205,0.25
2,1.0203005075454712,0.48266667127609253,2.6561036109924316,0.27085715532302856
3,0.956849992275238,0.5236666798591614,1.07370924949646,0.49399998784065247
4,0.9277816414833069,0.5503333210945129,0.9400496482849121,0.5522857308387756
5,0.8785286545753479,0.5805000066757202,1.0710532665252686,0.4828571379184723
6,0.8824775218963623,0.5881666541099548,1.0016416311264038,0.5717142820358276
7,0.8384860157966614,0.609499990940094,1.5058813095092773,0.3482857048511505
8,0.8236576914787292,0.6148333549499512,1.2088944911956787,0.5678571462631226
9,0.7836555242538452,0.6318333148956299,0.9202062487602234,0.5505714416503906
10,0.7769448161125183,0.643833339214325,0.8956642150878906,0.5752857327461243
11,0.7372562885284424,0.6681666374206543,0.984833300113678,0.5431428551673889
12,0.7747142910957336,0.6523333191871643,1.1481095552444458,0.5781428813934326
13,0.7146406173706055,0.6831666827201843,1.4631834030151367,0.43942856788635254
14,0.7001874446868896,0.6859999895095825,0.8227515816688538,0.6657142639160156
15,0.7647559642791748,0.6643333435058594,1.9206136465072632,0.38342857360839844
16,0.6662569046020508,0.7114999890327454,3.9631612300872803,0.4359999895095825
17,0.6469793319702148,0.7263333201408386,0.7334078550338745,0.7218571305274963
18,0.5503869652748108,0.7680000066757202,1.2554148435592651,0.5031428337097168
19,0.5128540992736816,0.7763333320617676,1.1503044366836548,0.5335714221000671
20,0.5497612357139587,0.7748333215713501,1.430849313735962,0.5054285526275635
21,0.5183543562889099,0.7753333449363708,1.5354478359222412,0.4401428699493408
22,0.5530685186386108,0.7696666717529297,1.097886323928833,0.62842857837677
